,sample,interval_left,interval_right,time,true_location_0,true_location_1,arg_estimated_location_0,arg_variance_in_estimated_location_0,arg_estimated_location_1,arg_variance_in_estimated_location_1,window_0_estimated_location_0,window_0_variance_in_estimated_location_0,window_0_estimated_location_1,window_0_variance_in_estimated_location_1,window_1_estimated_location_0,window_1_variance_in_estimated_location_0,window_1_estimated_location_1,window_1_variance_in_estimated_location_1,window_5_estimated_location_0,window_5_variance_in_estimated_location_0,window_5_estimated_location_1,window_5_variance_in_estimated_location_1,arg_error_0,arg_abs_error_0,window_0_error_0,window_0_abs_error_0,window_1_error_0,window_1_abs_error_0,window_5_error_0,window_5_abs_error_0,midpoint_estimated_location_0,midpoint_estimated_location_1,midpoint_error_0,midpoint_abs_error_0,window_10_estimated_location_0,window_10_variance_in_estimated_location_0,window_10_estimated_location_1,window_10_variance_in_estimated_location_1,window_10_error_0,window_10_abs_error_0,window_20_estimated_location_0,window_20_variance_in_estimated_location_0,window_20_estimated_location_1,window_20_variance_in_estimated_location_1,window_20_error_0,window_20_abs_error_0,window_40_estimated_location_0,window_40_variance_in_estimated_location_0,window_40_estimated_location_1,window_40_variance_in_estimated_location_1,window_40_error_0,window_40_abs_error_0,window_100_estimated_location_0,window_100_variance_in_estimated_location_0,window_100_estimated_location_1,window_100_variance_in_estimated_location_1,window_100_error_0,window_100_abs_error_0
546,381,164416.0,164933.0,562,22.024294215477013,60.95223389020674,31.962517107476742,34.26930749249843,59.60677184910396,34.26930749249843,20.836337888311686,64.5065028474283,52.68735681969635,64.5065028474283,20.836337888298523,64.50650271450291,52.687356819693036,64.50650271450291,20.916186161776807,64.50227621148588,52.96033146462669,64.50227621148588,-9.938222891999729,9.938222891999729,1.1879563271653275,1.1879563271653275,1.1879563271784903,1.1879563271784903,1.1081080537002066,1.1081080537002066,20.2814728225882,53.23410671782939,1.742821392888814,1.742821392888814,21.680452353645922,63.21764175666162,53.649061760571186,63.21764175666162,0.3438418618310912,0.3438418618310912,21.537178368380744,63.21430126484617,53.74642431827323,63.21430126484617,0.48711584709626976,0.48711584709626976,21.508963306596154,63.21118930118551,53.766572327023354,63.21118930118551,0.5153309088808591,0.5153309088808591,22.9962861208796,62.23018515155778,55.354143641891085,62.23018515155778,-0.9719919054025858,0.9719919054025858
547,324,188934.0,189223.0,1105,64.97158688973052,44.98174325898342,53.40955674295869,76.0444774302425,38.45517922413953,76.0444774302425,68.59329511637213,272.2561783343946,39.5705475271259,272.2561783343946,68.59329511636781,272.25105840988203,39.570547527126635,272.25105840988203,68.5932951163537,272.22422409121737,39.57054752713463,272.22422409121737,11.562030146771825,11.562030146771825,-3.6217082266416156,3.6217082266416156,-3.6217082266372955,3.6217082266372955,-3.621708226623184,3.621708226623184,65.98241339930641,43.292038362231395,-1.0108265095758924,1.0108265095758924,68.59329511636524,271.99600692685203,39.570547527135716,271.99600692685203,-3.6217082266347234,3.6217082266347234,68.59329511635538,271.9289074062304,39.57054752713294,271.9289074062304,-3.621708226624861,3.621708226624861,68.57583929082996,271.326806593322,39.576488613682336,271.326806593322,-3.604252401099444,3.604252401099444,53.32365508477077,145.21882542591442,35.933675069610246,145.21882542591442,11.647931804959747,11.647931804959747
548,213,956314.0,956457.0,410,33.25468854844803,94.90640023704267,31.43266204006496,22.89614168955081,83.55244622945675,22.89614168955081,22.422058185568634,64.43552433638088,87.1682647629651,64.43552433638088,22.422058185565746,64.43552433464122,87.16826476296113,64.43552433464122,22.422058185568243,64.43530298870775,87.16826476296909,64.43530298870775,1.8220265083830682,1.8220265083830682,10.832630362879396,10.832630362879396,10.832630362882284,10.832630362882284,10.832630362879787,10.832630362879787,25.527798647695224,89.35314696762154,7.726889900752806,7.726889900752806,22.422058185558917,64.43526107164239,87.16826476295972,64.43526107164239,10.832630362889113,10.832630362889113,22.422058185571714,64.43465397854294,87.16826476297256,64.43465397854294,10.832630362876316,10.832630362876316,21.677157400919317,45.589214036535836,87.07996691293633,45.589214036535836,11.577531147528713,11.577531147528713,23.005216392994036,43.95074395196177,88.25056638268623,43.95074395196177,10.249472155453994,10.249472155453994
549,546,445633.0,446271.0,956,22.507151198813457,51.35265248327926,32.58619140810732,91.5590579284756,47.12956148427183,91.5590579284756,29.990473486846028,154.15803395484522,52.69225927607779,154.15803395484522,29.98761867575237,154.15628392908206,52.692075504912424,154.15628392908206,30.058552911331265,154.13085129833235,52.71750752772836,154.13085129833235,-10.079040209293861,10.079040209293861,-7.483322288032571,7.483322288032571,-7.480467476938912,7.480467476938912,-7.551401712517809,7.551401712517809,19.47416051700462,58.38156675454173,3.032990681808837,3.032990681808837,30.05953288797034,154.1255951027022,52.719074454276175,154.1255951027022,-7.552381689156885,7.552381689156885,30.063214553367764,152.02877653752108,52.6873836042731,152.02877653752108,-7.556063354554308,7.556063354554308,30.553731893868203,151.87311101326645,53.30861754496135,151.87311101326645,-8.046580695054747,8.046580695054747,27.787517923338644,135.96996474758308,48.80042853344655,135.96996474758308,-5.280366724525187,5.280366724525187
550,596,546336.0,546980.0,613,69.49104703847485,23.54126803725421,59.210466136591805,51.83101161399867,31.201280986792604,51.83101161399867,60.53877446519468,138.30888453162368,26.52987525069449,138.30888453162368,60.5387744652294,138.30880263253516,26.529875250699945,138.30880263253516,60.538774465207496,138.30859579311422,26.529875250683702,138.30859579311422,10.280580901883042,10.280580901883042,8.952272573280169,8.952272573280169,8.952272573245445,8.952272573245445,8.95227257326735,8.95227257326735,65.12279604436523,27.380935689466448,4.368250994109616,4.368250994109616,60.53877446518783,138.30401212943565,26.529875250693635,138.30401212943565,8.952272573287019,8.952272573287019,60.53877446519733,138.26355984529494,26.52987525069066,138.26355984529494,8.952272573277519,8.952272573277519,60.54071293657432,138.22948881470768,26.52628981437448,138.22948881470768,8.950334101900523,8.950334101900523,60.532245819323926,136.32109128664686,26.60373573956416,136.32109128664686,8.95880121915092,8.95880121915092
551,673,446271.0,446430.0,1,72.04727516082384,61.651202346658955,72.68235259829598,0.4814443841952971,62.43924699909316,0.4814443841952971,72.68543529249807,0.4814595053383931,62.440456851941846,0.4814595053383931,72.68543529248316,0.4814595057829618,62.4404568519349,0.4814595057829618,72.68523258038033,0.4814594921119014,62.44045674403787,0.4814594921119014,-0.635077437472134,0.635077437472134,-0.6381601316742262,0.6381601316742262,-0.6381601316593191,0.6381601316593191,-0.6379574195564857,0.6379574195564857,72.64843883554704,62.46213088282666,-0.6011636747231961,0.6011636747231961,72.68524146309167,0.4814594909776412,62.44044272240689,0.4814594909776412,-0.6379663022678272,0.6379663022678272,72.68524150482739,0.481459492886003,62.440442471545026,0.481459492886003,-0.6379663440035444,0.6379663440035444,72.68504585806927,0.4814589986977442,62.440026585690454,0.4814589986977442,-0.6377706972454291,0.6377706972454291,72.68550574950123,0.4814576819913723,62.44098186274935,0.4814576819913723,-0.6382305886773878,0.6382305886773878
552,352,2128.0,3237.0,1077,97.39855493072314,25.51173730548008,70.00162716633382,78.06560012720253,32.58044658428668,78.06560012720253,78.10584886110324,176.35514358789257,26.094564992004855,176.35514358789257,78.1058488611113,176.35503986448168,26.09456499199548,176.35503986448168,78.1073185656817,176.35456937646197,26.094510494666544,176.35456937646197,27.396927764389318,27.396927764389318,19.292706069619896,19.292706069619896,19.29270606961184,19.29270606961184,19.291236365041442,19.291236365041442,79.03875340736614,14.414971364086448,18.359801523356992,18.359801523356992,78.06162316788969,175.44546202474186,26.035562010848547,175.44546202474186,19.336931762833444,19.336931762833444,78.05588303965934,175.43051981762852,26.036593615727046,175.43051981762852,19.3426718910638,19.3426718910638,78.04460799530463,174.66052264747435,26.02657895131805,174.66052264747435,19.353946935418506,19.353946935418506,78.65288162027542,174.23771953946772,25.94949308593646,174.23771953946772,18.745673310447714,18.745673310447714
553,261,104623.0,104916.0,1249,33.37040672385605,54.18379125425865,42.74387776910531,101.9650193441534,59.53825256137894,101.9650193441534,33.062369722786485,213.50764078787768,59.38083163870404,213.50764078787768,33.06236972280309,213.5040248768869,59.38083163872577,213.5040248768869,32.492872478787135,213.34566803768428,59.62249267548264,213.34566803768428,-9.37347104524926,9.37347104524926,0.30803700106956455,0.30803700106956455,0.30803700105295917,0.30803700105295917,0.8775342450689152,0.8775342450689152,38.6332552427706,57.749553909590446,-5.262848518914552,5.262848518914552,32.965800627992714,213.30827141546075,59.926011486044914,213.30827141546075,0.4046060958633362,0.4046060958633362,31.908337011051472,212.77118332586718,62.39382658091679,212.77118332586718,1.4620697128045776,1.4620697128045776,31.967430147448116,212.5235594269956,62.359409810921534,212.5235594269956,1.4029765764079336,1.4029765764079336,35.67433675877132,186.94908338456761,60.85647493020157,186.94908338456761,-2.3039300349152683,2.3039300349152683
554,417,410762.0,410881.0,883,52.24042810809128,83.50251932318675,54.134586165390175,73.56386629810106,71.72222322056028,73.56386629810106,51.19810761133358,181.13994142044618,73.68755901639001,181.13994142044618,51.198107611342735,181.13081721203403,73.6875590163679,181.13081721203403,51.214211877820055,180.97976960544568,73.66695676965088,180.97976960544568,-1.8941580572988954,1.8941580572988954,1.0423204967576964,1.0423204967576964,1.0423204967485447,1.0423204967485447,1.026216230271224,1.026216230271224,52.98652012884233,81.59138500138604,-0.7460920207510497,0.7460920207510497,55.01207435905508,176.85321412040676,74.95511025260554,176.85321412040676,-2.771646250963798,2.771646250963798,54.726553096180034,176.65322284315243,74.6376615207687,176.65322284315243,-2.486124988088754,2.486124988088754,54.79971165178088,176.1908336598016,73.40820410060482,176.1908336598016,-2.5592835436896024,2.5592835436896024,53.26919128447327,165.30405910089448,75.38014179533502,165.30405910089448,-1.028763176381993,1.028763176381993
555,79,297362.0,297594.0,1766,80.19043844648385,24.36634550006945,66.33943873028274,65.16027770810156,34.118215732517626,65.16027770810156,73.13358465936373,124.72031140263049,21.331812024350153,124.72031140263049,73.13358465933008,124.71469513561252,21.33181202433915,124.71469513561252,73.1311925563749,121.48799052529263,21.157075752533302,121.48799052529263,13.850999716201116,13.850999716201116,7.056853787120119,7.056853787120119,7.05685378715377,7.05685378715377,7.059245890108954,7.059245890108954,70.5802469553489,20.028887910410063,9.610191491134955,9.610191491134955,73.13119255636671,120.92202099347217,21.157075752511386,120.92202099347217,7.05924589011714,7.05924589011714,73.13119255637213,120.33880394520071,21.157075752527902,120.33880394520071,7.059245890111725,7.059245890111725,73.09167660078246,119.9603073182379,21.143587183410133,119.9603073182379,7.0987618457013895,7.0987618457013895,70.60447432379223,116.97054362078505,18.248073830035935,116.97054362078505,9.585964122691621,9.585964122691621
