,sample,genome_position,time,true_location_0,true_location_1,true_dist_to_center,midpoint_estimated_location_0,midpoint_estimated_location_1,midpoint_error_0,midpoint_abs_error_0,midpoint_error_1,midpoint_abs_error_1,midpoint_abs_error,midpoint_dist_to_center,position_in_arg,arg_estimated_location_0,arg_variance_in_estimated_location_0,arg_estimated_location_1,arg_variance_in_estimated_location_1,arg_error_0,arg_abs_error_0,arg_error_1,arg_abs_error_1,arg_abs_error,arg_dist_to_center,window_0_estimated_location_0,window_0_variance_in_estimated_location_0,window_0_estimated_location_1,window_0_variance_in_estimated_location_1,window_0_error_0,window_0_abs_error_0,window_0_error_1,window_0_abs_error_1,window_0_abs_error,window_0_dist_to_center,window_100_estimated_location_0,window_100_variance_in_estimated_location_0,window_100_estimated_location_1,window_100_variance_in_estimated_location_1,window_100_error_0,window_100_abs_error_0,window_100_error_1,window_100_abs_error_1,window_100_abs_error,window_100_dist_to_center
0,585,32585.065282054627,988,156.91237788720275,146.76719159244482,8.681582853634746,154.4966418359082,164.86045651894568,2.4157360512945445,2.4157360512945445,-18.093264926500865,18.093264926500865,18.25382196609988,15.766948238106698,32585.065282054627,152.72437660845446,47.742958479627745,151.00643883612443,44.87817168137906,4.188001278748288,4.188001278748288,-4.239247243679614,4.239247243679614,5.959074752328796,3.9223065071091305,156.3996711732012,233.75876063011205,163.98522189349913,226.04245033708608,0.5127067140015527,0.5127067140015527,-17.218030301054313,17.218030301054313,17.225662124359886,15.762801347882332,156.13389560956966,135.34914253669103,159.37321039843346,130.79066408795265,0.7784822776330884,0.7784822776330884,-12.60601880598864,12.60601880598864,12.63003344388003,11.743864402318746
1,591,14832.446024553692,947,164.24369752425392,144.5296150404573,16.32636243878146,150.8272516722141,148.35082367110738,13.416445852039828,13.416445852039828,-3.8212086306500908,3.8212086306500908,13.95000554478999,2.6125058464822475,14832.446024553692,151.82453290137093,51.947881132055926,148.78376085136117,48.83078054165979,12.419164622882988,12.419164622882988,-4.2541458109038786,4.2541458109038786,13.12758189883801,3.2113459576933154,152.28462845383925,111.59309098340606,145.9427876880467,108.09809634744823,11.959069070414671,11.959069070414671,-1.4131726475894197,1.4131726475894197,12.042275115726417,5.372954572117252,154.8340778533296,70.62611997394188,145.64225373125413,68.26682443689451,9.409619670924315,9.409619670924315,-1.1126386907968424,1.1126386907968424,9.47517320198971,7.4301434785020914
2,832,491296.4241474037,568,132.12695841835017,139.80846187879115,19.691778381334224,136.7353321299869,149.40815242063283,-4.608373711636716,4.608373711636716,-9.599690541841682,9.599690541841682,10.64852885450516,12.189234397332452,491296.4241474037,142.21895615426456,35.18242609383398,149.64754439407102,33.071326299987234,-10.09199773591439,10.09199773591439,-9.83908251527987,9.83908251527987,14.094536638151224,6.701466801290469,134.1815011899156,101.33592102247876,149.58831855556588,101.33592102247876,-2.0545427715654228,2.0545427715654228,-9.779856676774727,9.779856676774727,9.993334909750946,14.731886602565783,137.26658746498381,89.15204036543246,149.59023222313078,89.15204036543246,-5.139629046633644,5.139629046633644,-9.781770344339634,9.781770344339634,11.04983338364894,11.649243610046783
3,669,810618.7891977247,70,153.44960321211886,159.04804829672605,10.019776844090927,150.32971819309813,162.4773636319163,3.119885019020728,3.119885019020728,-3.429315335190239,3.429315335190239,4.636149932873279,12.440572655603212,810618.7891977247,148.86261408806467,7.094816771883335,162.1328036912956,6.669096664220597,4.586989124054185,4.586989124054185,-3.084755394569555,3.084755394569555,5.52776492522225,12.014099031122399,149.49879411417655,10.254103915826537,162.26793039353737,9.75852666617769,3.9508090979423116,3.9508090979423116,-3.219882096811318,3.219882096811318,5.0967178895589065,12.163714260658635,148.5042558746664,10.041657989377276,162.2927529460096,9.410586532148836,4.945347337452461,4.945347337452461,-3.2447046492835625,3.2447046492835625,5.914775443677512,12.180533363049692
4,533,490085.5818969966,155,165.1210519680451,154.92928171893067,16.915646996894118,161.4293149611142,146.06220274306898,3.6917370069309072,3.6917370069309072,8.867078975861688,8.867078975861688,9.604895194249208,13.165995670751025,490085.5818969966,158.31164166383104,29.52329609031969,149.3174369713181,27.751768904453634,6.809410304214055,6.809410304214055,5.611844747612565,5.611844747612565,8.823880674762282,9.441873683200297,161.66159067373096,37.083004107285966,146.13280075452593,35.27148283632122,3.4594612943141385,3.4594612943141385,8.796480964404736,8.796480964404736,9.45229865186202,13.365939396859664,155.63252543942892,31.3751341962231,148.28238909057242,29.796731956444884,9.488526528616177,9.488526528616177,6.646892628358245,6.646892628358245,11.585047142639349,6.974782877244536
5,255,952399.2311419316,1526,108.3771955048429,149.6570475535289,40.529269198489104,136.21395833951453,151.89245469497067,-27.83676283467163,27.83676283467163,-2.2354071414417547,2.2354071414417547,27.92637481310033,12.81323127067938,952399.2311419316,144.01953366019154,59.15468117611843,152.18783368029503,55.60514099083087,-35.64233815534864,35.64233815534864,-2.5307861267661167,2.5307861267661167,35.73207449336875,5.304469538173092,137.91655990087673,218.85451060789444,152.20068073597733,207.66902383438662,-29.539364396033832,29.539364396033832,-2.543633182448417,2.543633182448417,29.64867819462655,11.182778425197125,141.29703038122287,122.11941803114611,151.8303204029603,114.99026042489227,-32.919834876379966,32.919834876379966,-2.1732728494313847,2.1732728494313847,32.991493497054634,7.796977328657333
6,369,44556.38245043303,1761,130.48897447933422,200.6230331362949,53.7567402482472,138.06556661679878,160.77030511760051,-7.576592137464559,7.576592137464559,39.85272801869439,39.85272801869439,40.566546302951636,15.196155330737412,44556.38245043303,147.8297953291022,291.8420615016146,156.25813165509103,274.33025847163975,-17.340820849767994,17.340820849767994,44.36490148120387,44.36490148120387,47.63348140941069,6.232596225524837,137.43947008746736,395.6411045776864,160.01424669366807,381.87122017779984,-6.950495608133139,6.950495608133139,40.60878644262684,40.60878644262684,41.199307342982735,15.14437203338093,137.32818469779116,395.5422534049341,159.6246382883421,382.22070354990973,-6.839210218456941,6.839210218456941,40.998394847952795,40.998394847952795,41.56492724065433,14.978554615049973
7,142,603190.610968185,781,168.19010042370346,145.18938592202372,19.90625362048243,155.29142641569396,158.98822816181885,12.898674008009493,12.898674008009493,-13.798842239795135,13.798842239795135,18.888722516984945,10.930165739222518,603190.610968185,152.84684852521414,21.944417322642725,149.31820253255754,20.627656086156048,15.343251898489314,15.343251898489314,-4.128816610533818,4.128816610533818,15.889068739983344,4.023465718288924,154.37581911305656,56.13228995547633,152.63306737081163,53.10767823862668,13.81428131064689,13.81428131064689,-7.443681448787913,7.443681448787913,15.692124191476351,6.021983039114634,152.1177961215239,43.4095880887808,147.85855721671058,41.31886370936993,16.07230430217956,16.07230430217956,-2.669171294686862,2.669171294686862,16.292435084487522,3.9291392631373547
8,431,283618.2179067152,1382,122.12271830687287,166.35135017964217,31.31652391291302,140.0477446208446,154.7015193128456,-17.925026313971742,17.925026313971742,11.649830866796577,11.649830866796577,21.378146027697202,9.97155304659543,283618.2179067152,145.4952749557334,42.700807688515056,152.86460206556387,40.138572040868446,-23.372556648860538,23.372556648860538,13.486748114078296,13.486748114078296,26.984602628106074,4.37696726802569,146.69910070376153,128.05690168754327,155.78713778864744,122.61247824046107,-24.57638239688866,24.57638239688866,10.564212390994726,10.564212390994726,26.750722516600284,6.082037785644329,146.54963984826782,106.55397883001845,155.02106679463927,101.44625664596323,-24.426921541394947,24.426921541394947,11.3302833850029,11.3302833850029,26.92674910890539,5.438262009565404
9,268,456831.15105830564,1404,109.93910490658118,146.6128257190392,39.12213997438535,139.99766077310468,162.7527710373201,-30.058555866523506,30.058555866523506,-16.139945318280894,16.139945318280894,34.11765841405316,15.457612269632468,456831.15105830564,141.5275773102822,95.3118921482557,148.15939531735518,89.592760803286,-31.58847240370102,31.58847240370102,-1.5465695983159833,1.5465695983159833,31.626309717098138,7.632060043438284,139.95903240741328,459.48077093986967,162.17250567305499,439.6562877478132,-30.019927500832097,30.019927500832097,-15.559679954015792,15.559679954015792,33.81271487808419,15.01005992002618,141.004110599765,183.04877971593177,148.47475059251667,173.6087909341375,-31.06500569318382,31.06500569318382,-1.8619248734774771,1.8619248734774771,31.120754215667997,8.068981061171963
10,310,661846.3200523511,272,144.4793122273879,175.17431707068172,25.44320276915618,147.47873078894017,172.37614362730207,-2.999418561552261,2.999418561552261,2.7981734433796532,2.7981734433796532,4.101985656559441,22.30294514585054,661846.3200523511,146.0261110935602,36.38524320217892,165.6133245735735,34.20196910907578,-1.5467988661722814,1.5467988661722814,9.56099249710823,9.56099249710823,9.685306616837266,15.759516076500882,146.5890392176762,43.345068588363645,171.62881431107377,41.35993044904503,-2.1097269902882942,2.1097269902882942,3.545502759607956,3.545502759607956,4.125716639801931,21.63423334261514,146.00686396258737,40.79307785479444,169.36252817981514,38.61217676330054,-1.5275517351994665,1.5275517351994665,5.8117888908665805,5.8117888908665805,6.0091850042839505,19.460587360332728
11,467,767837.8139439905,490,130.70785784954015,144.33072874620282,19.09437221939128,135.0625478961063,142.64433392981803,-4.354690046566162,4.354690046566162,1.6863948163847908,1.6863948163847908,4.6698236453202275,15.730495544516504,767837.8139439905,141.9392375632977,69.63671843013611,152.70862607154461,65.45821005979411,-11.231379713757548,11.231379713757548,-8.377897325341792,8.377897325341792,14.011889732244317,7.4305408475574,137.71542891764057,115.34272749411875,143.0841966602743,109.67591555715556,-7.007571068100418,7.007571068100418,1.2465320859285214,1.2465320859285214,7.117576449587833,13.21611582182164,142.05028138924305,93.70440027242694,149.76850640892295,87.75264077894536,-11.342423539702907,11.342423539702907,-5.437777662720123,5.437777662720123,12.578553083053094,6.862497996270646
12,992,439647.77598773554,768,161.7709462316459,169.54609938411838,23.30200596958288,150.39718048649246,150.5281575647561,11.373765745153435,11.373765745153435,19.017941819362278,19.017941819362278,22.15952748300997,1.5484430821883883,439647.77598773554,149.54499507968094,52.91196069372266,155.0502592564315,49.73701110341793,12.22595115196495,12.22595115196495,14.495840127686876,14.495840127686876,18.963208129894323,4.9729890564666,154.3964452120578,165.46850083430974,149.50675115887125,165.46850083430974,7.374501019588081,7.374501019588081,20.039348225247124,20.039348225247124,21.35319045437053,5.526603472921586,148.91063365268147,100.4326818334378,156.57088788829716,100.4326818334378,12.860312578964425,12.860312578964425,12.975211495821213,12.975211495821213,18.26865493105504,6.452116096610292
13,45,582931.5558378036,482,142.96263788392216,160.816397866319,12.23670479968315,144.27073347602544,153.39602435578544,-1.3080955921032853,1.3080955921032853,7.420373510533551,7.420373510533551,7.534789785648174,5.675031814333652,582931.5558378036,144.75868378570735,44.970436508933545,155.51216143952956,42.27201318275348,-1.7960459017851917,1.7960459017851917,5.30423642678943,5.30423642678943,5.600062941842643,6.8022707819544905,142.04870878335848,73.22915098711407,149.93830133082596,68.93998597561247,0.9139291005636778,0.9139291005636778,10.878096535493029,10.878096535493029,10.916421145978317,6.857500975587039,145.55963272350374,48.872909822325916,153.75092175826302,46.591771939962,-2.5969948395815834,2.5969948395815834,7.065476108055975,7.065476108055975,7.527638064514207,4.9372232029161385
14,137,194953.30706985493,1862,141.4271438026003,114.50968526322693,36.38554936348249,144.16640526713857,131.54276000773706,-2.7392614645382594,2.7392614645382594,-17.03307474451013,17.03307474451013,17.251932895277942,19.170591611571833,194953.30706985493,146.5448099620738,134.68939398428208,146.1465384089856,126.60743991109796,-5.117666159473487,5.117666159473487,-31.63685314575868,31.63685314575868,32.04810421672584,4.619920273367639,143.8880682502886,904.1610511555377,131.9984307034604,904.1610511555377,-2.460924447688285,2.460924447688285,-17.488745440233473,17.488745440233473,17.661040915260827,18.801723383001804,144.08348704626684,314.0380392302955,141.91097898847013,314.0380392302955,-2.6563432436665266,2.6563432436665266,-27.401293725243207,27.401293725243207,27.529748586669395,9.51859607266072
