num_samples,sequence_length,seed,num_trees,nodes,paths,algo_order,paths_time,hybrid_r_time,hybrid_nr_time,paths_sum,hybrid_r_sum,hybrid_nr_sum
20,2000,8835,4,88,80,012,0.5334150791168213,0.0870511531829834,0.0731508731842041,68295554.81292808,68295554.8129281,68295554.81292808
20,2000,3008,4,88,110,120,1.7063920497894287,0.18706202507019043,0.09666109085083008,235574214.09245592,235574214.0924559,235574214.0924559
20,2000,8020,2,82,42,021,0.12754607200622559,0.17744112014770508,0.10939788818359375,12250548.30168851,12250548.30168851,12250548.30168851
20,2000,4980,2,82,42,102,0.1495821475982666,0.15761828422546387,0.07761192321777344,32150294.590821333,32150294.590821333,32150294.590821333
20,2000,3965,3,85,45,120,0.2179248332977295,0.1018528938293457,0.05536532402038574,44085273.35599758,44085273.35599758,44085273.35599758
20,3000,999,5,91,97,102,1.1732139587402344,0.12300395965576172,0.0655050277709961,186913220.02799773,186913220.02799773,186913220.02799773
20,3000,484,4,88,80,021,0.5356853008270264,0.12589693069458008,0.06299924850463867,306255545.73056966,306255545.7305696,306255545.7305696
20,3000,9227,7,97,64,102,0.3433709144592285,0.19018077850341797,0.14330387115478516,69234610.9702466,69234610.97024658,69234610.9702466
20,3000,5625,7,97,98,012,2.171642303466797,0.35944414138793945,0.1797640323638916,191685968.7944264,191685968.79442638,191685968.79442638
20,3000,82,7,97,232,021,10.141729831695557,2.544142723083496,1.299288034439087,2300598853.212875,2300598853.2128744,2300598853.212875
20,3000,9674,8,103,204,210,9.085495710372925,0.7429561614990234,0.4814798831939697,1652490127.3005881,1652490127.300588,1641331900.930948
20,3000,2759,6,94,103,102,1.2231521606445312,0.19986915588378906,0.10730791091918945,186365494.09191757,186365494.09191757,186365494.09191754
20,3000,9817,5,91,48,021,0.14761614799499512,0.08194613456726074,0.045237064361572266,11324907.344991088,11324907.344991088,11324907.344991088
20,3000,7926,9,103,80,210,0.8826878070831299,0.5295329093933105,0.2817080020904541,193576149.84182847,193576149.84182847,193576149.84182847
20,3000,7474,4,88,44,210,0.25681614875793457,0.10071992874145508,0.0762789249420166,16299916.997171184,16299916.997171182,16299916.997171182
20,4000,714,6,94,64,012,0.3249988555908203,0.2848958969116211,0.1361842155456543,64840638.06543972,64840638.06543972,64840638.065439716
20,4000,2497,3,85,43,102,0.1493666172027588,0.12953686714172363,0.06853008270263672,6657337.987758048,6657337.987758049,6657337.987758048
20,4000,649,11,109,352,201,30.055524110794067,4.643010854721069,2.147209882736206,3488390779.7973604,3488390779.79736,3488390779.7973604
20,4000,1691,13,115,771,210,214.22096514701843,36.19094204902649,18.037179231643677,22210253058.62318,22210253058.623188,22210253058.623184
20,4000,4099,5,91,54,201,0.3599741458892822,0.09130191802978516,0.07027602195739746,44473720.60078585,44473720.60078585,43448983.89994992
20,4000,3466,4,88,53,210,0.3189530372619629,0.09464907646179199,0.05227184295654297,35277638.08744862,35277638.08744862,35277638.08744861
20,4000,497,5,91,59,102,0.34877800941467285,0.11986494064331055,0.09027290344238281,92997565.94630365,92997565.94630365,92997565.94630365
20,4000,7716,4,88,57,102,0.25252199172973633,0.08536171913146973,0.06708788871765137,44045674.71396844,44045674.71396844,44045674.71396844
20,4000,2933,9,103,174,120,6.069928884506226,2.306082010269165,1.1847050189971924,1044314472.1006922,1044314472.100692,1044314472.1006922
20,4000,2227,9,103,126,012,2.67209792137146,0.531358003616333,0.2865610122680664,352599471.9080298,352599471.9080298,352599471.9080298
20,5000,3504,9,103,103,012,1.3949971199035645,0.8028368949890137,0.4273080825805664,122250862.88953371,122250862.88953373,122250862.88953371
20,5000,5205,10,106,279,012,24.467811822891235,0.5176889896392822,0.32444286346435547,2483251944.6718254,2483251944.6718254,2483251944.6718254
20,5000,5124,8,100,140,120,2.529496908187866,0.6248900890350342,0.3303389549255371,400349975.19291085,400349975.1929109,400349975.1929109
20,5000,3323,4,88,55,102,0.20692992210388184,0.08211016654968262,0.04601693153381348,22285686.50289905,22285686.502899047,22285686.50289905
20,5000,932,10,106,97,012,1.1034798622131348,0.23273706436157227,0.15566372871398926,70088337.1883467,70088337.1883467,70011256.0673061
20,5000,5403,8,100,156,120,3.635127067565918,0.3440241813659668,0.24055194854736328,242614758.41228846,242614758.4122885,242614758.41228852
