num_samples,sequence_length,seed,num_trees,nodes,paths,algo_order,top_down_time,paths_modified_time,top_down_sum,paths_modified_sum
190,5000,8509,11,789,1604,10,18.134965896606445,6.282436847686768,35139360107.53354,35139360107.533516
210,1000,4207,5,851,858,10,8.715192079544067,2.752241849899292,10227205024.748953,10227205024.748959
210,1000,3566,3,845,840,10,9.029785871505737,3.103149652481079,22295495492.459435,22295495492.45944
210,1000,1336,4,848,553,10,5.029946804046631,2.604979991912842,7054943155.665246,7054943155.665249
210,2000,2927,7,857,934,10,9.361318826675415,2.8572449684143066,17444788942.94566,17444788942.945652
210,2000,3885,6,854,1357,10,14.697487115859985,4.725296974182129,38070167010.66588,38070167010.66588
210,2000,9293,8,860,531,10,4.268181085586548,2.4435670375823975,5147470801.153125,5147470801.153127
210,3000,7196,11,869,2562,10,36.22990393638611,11.474233150482178,123621394695.47345,123621394695.47342
210,3000,1533,14,878,825,01,8.12700080871582,2.730134963989258,5625655911.556195,5625655911.556194
210,3000,2518,6,854,955,01,10.393899917602539,3.171328067779541,27024611216.009205,27024611216.0092
210,4000,3172,18,890,5163,10,106.83172297477722,45.08529090881348,441425391757.2151,441425391757.2154
210,4000,2531,10,866,1150,10,12.745999097824097,3.4409339427948,29191771532.367138,29191771532.367107
210,4000,8456,14,878,1964,10,26.11293625831604,6.794997930526733,76140988917.69922,76140988917.69919
210,5000,5821,15,887,12511,10,470.42265605926514,585.412999868393,5201193275694.773,5201193275694.754
210,5000,8379,17,887,1282,01,15.999851942062378,3.8790438175201416,17627141471.00317,17627141471.003185
210,5000,5736,24,911,11044,01,399.179318189621,242.98479509353638,3247790316312.4595,3247790316312.452
